Código región,Región,Provincia,Código comuna,Comuna,total_poblacion,total_poblacion_migrante,porcentaje_migrante_total,porcentaje_migrante_fonasa,ruralidad,nivel_promedio,desviacion_estandar,Total_centros,promedio_pacientes,porcentaje_migrantes_promedio,Area,tasa_centros_10k,tasa_atenciones_10k,densidad_poblacional
8,Biobío,Concepción,8104,Florida,12958.0,190,1.47,1.06,0.5505050505050506,2.3484848484848486,1.492328100271968,6.0,1522.3333333333333,0.54,609.0,4.63,1174.82,21.28
8,Biobío,Concepción,8105,Hualqui,25795.0,264,1.02,1.69,0.3555555555555556,2.933333333333333,1.4360439485692011,5.0,2258.6666666666665,0.65,531.0,1.94,875.62,48.58
8,Biobío,Concepción,8106,Lota,39980.0,496,1.24,0.96,0.0446601941747573,3.866019417475728,0.619670034033656,4.0,6561.416666666667,0.6,136.0,1.0,1641.17,293.97
8,Biobío,Concepción,8107,Penco,48971.0,1039,2.12,2.48,0.1162790697674418,4.514950166112957,2.793670304148416,6.0,4763.083333333333,0.93,108.0,1.23,972.63,453.44
8,Biobío,Concepción,8108,San Pedro de La paz,150992.0,6771,4.48,5.45,0.0129870129870128,2.107438016528925,0.7730886400987061,8.0,9613.833333333334,2.27,113.0,0.53,636.71,1336.21
8,Biobío,Concepción,8109,Santa Juana,14947.0,182,1.22,1.3,0.5811320754716982,4.0,0.0,7.0,1536.3333333333333,0.01,731.0,4.68,1027.85,20.45
8,Biobío,Concepción,8110,Talcahuano,147322.0,4512,3.06,3.32,0.0247469066366703,1.7750281214848145,0.6995142331030828,13.0,9407.416666666666,1.57,92.0,0.88,638.56,1601.33
8,Biobío,Concepción,8111,Tomé,56907.0,838,1.47,1.78,0.170998632010944,4.424076607387141,2.8222625446638188,12.0,5853.333333333333,0.41,495.0,2.11,1028.58,114.96
8,Biobío,Concepción,8112,Hualpén,87731.0,2726,3.11,3.98,0.0605759682224429,1.799404170804369,0.6900337790203886,11.0,5198.0,1.41,54.0,1.25,592.49,1624.65
8,Biobío,Arauco,8201,Lebu,25246.0,426,1.69,2.26,0.3371559633027523,2.988532110091743,1.418215913536902,6.0,3095.25,0.59,561.0,2.38,1226.04,45.0
8,Biobío,Arauco,8202,Arauco,37163.0,382,1.03,1.16,0.3316953316953317,3.69041769041769,2.4328791191375907,13.0,4847.583333333333,0.02,956.0,3.5,1304.41,38.87
8,Biobío,Arauco,8203,Cañete,34640.0,259,0.75,0.76,0.4660421545667448,5.067915690866511,0.9976910638740456,9.0,3029.5,0.02,760.0,2.6,874.57,45.58
8,Biobío,Arauco,8204,Contulmo,5905.0,0,0.0,0.62,0.7066666666666668,4.0,0.0,5.0,1323.75,0.33,962.0,8.47,2241.74,6.14
8,Biobío,Arauco,8205,Curanilahue,31119.0,281,0.9,0.92,0.3273542600896861,4.36322869955157,2.346238737270891,5.0,3945.1666666666665,0.13,994.0,1.61,1267.77,31.31
8,Biobío,Arauco,8206,Los Álamos,21950.0,109,0.5,0.38,0.3393393393393393,2.981981981981982,1.420455338630793,6.0,2450.0,0.06,599.0,2.73,1116.17,36.64
8,Biobío,Arauco,8207,Tirúa,10208.0,0,0.0,0.27,0.7386934673366834,4.0,0.0,7.0,1394.5,0.1,624.0,6.86,1366.09,16.36
8,Biobío,Biobío,8301,Los Ángeles,219441.0,6583,3.0,3.72,0.271604938271605,2.9176954732510287,1.9734387583043624,34.0,18660.83333333333,1.61,1748.0,1.55,850.38,125.54
8,Biobío,Biobío,8302,Antuco,4373.0,0,0.0,0.91,0.695945945945946,1.0,0.0,3.0,602.9166666666666,0.07,1884.0,6.86,1378.73,2.32
8,Biobío,Biobío,8303,Cabrero,31256.0,561,1.79,2.03,0.2923497267759563,4.0,0.0,8.0,3952.5833333333335,0.9,640.0,2.56,1264.58,48.84
8,Biobío,Biobío,8304,Laja,23706.0,272,1.15,1.05,0.4068965517241378,4.0,0.0,5.0,3211.0,0.06,340.0,2.11,1354.51,69.72
8,Biobío,Biobío,8305,Mulchén,29036.0,109,0.38,0.46,0.3150684931506848,3.054794520547945,1.393629448587384,9.0,3571.75,0.1,1925.0,3.1,1230.11,15.08
8,Biobío,Biobío,8306,Nacimiento,26140.0,251,0.96,0.86,0.2857142857142858,3.142857142857143,1.355261854357877,9.0,2382.0,0.03,935.0,3.44,911.25,27.96
8,Biobío,Biobío,8307,Negrete,10723.0,78,0.73,0.55,0.5939086294416243,2.218274111675127,1.4733059844606486,4.0,1019.3333333333334,0.32,157.0,3.73,950.6,68.3
8,Biobío,Biobío,8308,Quilaco,4440.0,0,0.0,0.43,0.6499999999999999,1.0,0.0,5.0,638.75,0.1,1124.0,11.26,1438.63,3.95
8,Biobío,Biobío,8309,Quilleco,9700.0,0,0.0,0.26,0.5947136563876652,2.2158590308370045,1.4728421197274044,7.0,1374.0,0.02,1122.0,7.22,1416.49,8.65
8,Biobío,Biobío,8310,San Rosendo,3575.0,0,0.0,0.54,0.5222222222222221,1.0,0.0,3.0,715.4166666666666,0.01,92.0,8.39,2001.17,38.86
8,Biobío,Biobío,8311,Santa Bárbara,14075.0,97,0.69,0.7,0.6018518518518519,2.1944444444444446,1.4685488764318115,7.0,2249.5,0.07,1255.0,4.97,1598.22,11.22
8,Biobío,Biobío,8312,Tucapel,15729.0,120,0.76,0.61,0.4081632653061224,2.7755102040816326,1.4744809688317095,5.0,2585.75,0.01,915.0,3.18,1643.94,17.19
8,Biobío,Biobío,8313,Yumbel,23170.0,214,0.92,0.88,0.4578313253012047,4.0,0.0,8.0,3683.5833333333335,0.11,727.0,3.45,1589.81,31.87
8,Biobío,Biobío,8314,Alto Biobío,6016.0,0,0.0,0.64,1.0,4.0,0.0,10.0,601.4166666666666,0.14,2125.0,16.62,999.7,2.83
9,La Araucanía,Cautín,9101,Temuco,292518.0,10660,3.64,4.21,0.0712825007303534,2.081215308209173,1.0443596883859676,20.0,30823.0,1.42,464.0,0.68,1053.71,630.43
9,La Araucanía,Cautín,9102,Carahue,24957.0,136,0.54,0.3,0.4104234527687296,2.768729641693811,1.4757318115684557,18.0,2817.083333333333,0.16,1341.0,7.21,1128.77,18.61
9,La Araucanía,Cautín,9103,Cunco,19177.0,279,1.45,0.84,0.5714285714285714,4.0,0.0,10.0,2532.083333333333,0.41,1907.0,5.21,1320.38,10.06
9,La Araucanía,Cautín,9104,Curarrehue,7733.0,218,2.82,1.26,0.751131221719457,4.0,0.0,7.0,746.4166666666666,0.1,1171.0,9.05,965.24,6.6
9,La Araucanía,Cautín,9105,Freire,26164.0,229,0.88,0.54,0.7023809523809523,4.0,0.0,13.0,2060.75,0.23,935.0,4.97,787.63,27.98
9,La Araucanía,Cautín,9106,Galvarino,12710.0,0,0.0,0.19,0.6878980891719746,1.9363057324840764,1.3900535143546404,11.0,1611.0833333333333,0.1,568.0,8.65,1267.57,22.38
9,La Araucanía,Cautín,9107,Gorbea,14148.0,170,1.2,1.02,0.4266055045871559,4.0,0.0,7.0,2010.9166666666667,0.6,695.0,4.95,1421.34,20.36
9,La Araucanía,Cautín,9108,Lautaro,41936.0,564,1.34,1.39,0.3333333333333332,3.9204545454545454,2.448197810770436,16.0,6076.083333333333,0.85,901.0,3.82,1448.89,46.54
9,La Araucanía,Cautín,9109,Loncoche,25158.0,232,0.92,0.74,0.2973856209150327,4.0,0.0,6.0,2684.333333333333,0.41,977.0,2.38,1066.99,25.75
9,La Araucanía,Cautín,9110,Melipeuco,6796.0,170,2.5,1.47,0.6423841059602649,2.072847682119205,1.43789460577925,5.0,886.1666666666666,0.61,1107.0,7.36,1303.95,6.14
9,La Araucanía,Cautín,9111,Nueva Imperial,33988.0,211,0.62,0.64,0.4363636363636363,4.0,0.0,12.0,5119.0,0.62,733.0,3.53,1506.12,46.37
9,La Araucanía,Cautín,9112,Padre Las Casas,80656.0,1200,1.49,1.61,0.4632713026444661,4.593535749265426,2.116193183654019,13.0,10554.0,0.78,401.0,1.61,1308.52,201.14
9,La Araucanía,Cautín,9113,Perquenco,7438.0,0,0.0,0.41,0.6848484848484848,4.0,0.0,4.0,1080.5,0.02,331.0,5.38,1452.68,22.47
9,La Araucanía,Cautín,9114,Pitrufquén,27041.0,414,1.53,1.23,0.3895027624309393,4.0,0.0,10.0,2988.25,1.01,581.0,3.7,1105.08,46.54
9,La Araucanía,Cautín,9115,Pucón,32321.0,1495,4.63,4.38,0.3494505494505495,4.395604395604396,2.208271766596112,8.0,4108.75,1.1,1249.0,2.48,1271.23,25.88
9,La Araucanía,Cautín,9116,Saavedra,12877.0,53,0.41,0.42,0.7486910994764397,4.0,0.0,15.0,2011.1666666666667,0.21,401.0,11.65,1561.83,32.11
9,La Araucanía,Cautín,9117,Teodoro Schmidt,15639.0,133,0.85,0.68,0.6563876651982379,2.0308370044052864,1.4247407074849074,9.0,1849.4166666666667,0.5,650.0,5.75,1182.57,24.06
9,La Araucanía,Cautín,9118,Toltén,10041.0,82,0.82,0.49,0.5693069306930694,2.292079207920792,1.485519755580906,7.0,1464.5,0.31,860.0,6.97,1458.52,11.68
9,La Araucanía,Cautín,9119,Vilcún,31575.0,386,1.22,1.01,0.4707602339181287,5.058479532163743,0.9982886077271992,8.0,2872.75,0.84,1421.0,2.53,909.82,22.22
9,La Araucanía,Cautín,9120,Villarrica,67737.0,2126,3.14,2.71,0.4164619164619165,3.815724815724816,2.9943350942171363,11.0,7850.583333333333,1.39,1291.0,1.62,1158.98,52.47
9,La Araucanía,Cautín,9121,Cholchol,13167.0,94,0.71,0.73,0.6808510638297873,4.0,0.0,5.0,1052.25,1.21,428.0,3.8,799.16,30.76
9,La Araucanía,Malleco,9201,Angol,53022.0,737,1.39,1.9,0.1555555555555554,4.203921568627451,2.74925735314985,9.0,5654.083333333333,0.63,1194.0,1.7,1066.37,44.41
9,La Araucanía,Malleco,9202,Collipulli,24303.0,197,0.81,0.93,0.3809523809523809,2.857142857142857,1.456862718169367,9.0,4523.833333333333,0.15,1296.0,3.7,1861.43,18.75
9,La Araucanía,Malleco,9203,Curacautín,18536.0,337,1.82,0.93,0.3157894736842106,4.0,0.0,9.0,2197.4166666666665,0.32,1664.0,4.86,1185.49,11.14
9,La Araucanía,Malleco,9204,Ercilla,7730.0,0,0.0,0.33,0.6587301587301588,2.023809523809524,1.4224073363089378,6.0,1787.4166666666667,0.2,500.0,7.76,2312.31,15.46
9,La Araucanía,Malleco,9205,Lonquimay,10247.0,103,1.01,0.43,0.751937984496124,1.744186046511628,1.295664025784569,12.0,2339.4166666666665,0.06,3914.0,11.71,2283.03,2.62
9,La Araucanía,Malleco,9206,Los Sauces,7348.0,0,0.0,0.34,0.6218905472636815,2.1343283582089554,1.4547454245983529,5.0,1536.25,0.08,850.0,6.8,2090.7,8.64
9,La Araucanía,Malleco,9207,Lumaco,9253.0,0,0.0,0.16,0.5405405405405406,2.3783783783783785,1.4950612633447924,7.0,2176.4166666666665,0.06,1119.0,7.57,2352.12,8.27
9,La Araucanía,Malleco,9208,Purén,12184.0,0,0.0,0.5,0.529126213592233,2.412621359223301,1.4974528283508688,7.0,2263.4166666666665,0.1,465.0,5.75,1857.7,26.2
9,La Araucanía,Malleco,9209,Renaico,10686.0,69,0.65,1.21,0.3768844221105527,2.869346733668342,1.453816697637129,3.0,1863.4166666666667,0.45,267.0,2.81,1743.79,40.02
9,La Araucanía,Malleco,9210,Traiguén,18873.0,155,0.82,0.84,0.3665480427046264,2.900355871886121,1.4455847176303105,7.0,2974.583333333333,0.33,908.0,3.71,1576.11,20.79
9,La Araucanía,Malleco,9211,Victoria,34464.0,401,1.16,1.08,0.3107476635514019,5.378504672897196,0.9255993801829095,10.0,5183.75,0.52,1256.0,2.9,1504.11,27.44
10,Los Lagos,Llanquihue,10101,Puerto Montt,277040.0,18588,6.71,7.85,0.1161924119241193,2.1670054200542004,1.4462673112090925,29.0,14342.5,3.32,1673.0,1.05,517.71,165.59
10,Los Lagos,Llanquihue,10102,Calbuco,36474.0,956,2.62,2.98,0.5464135021097047,4.0,0.0,21.0,2965.25,1.09,591.0,5.76,812.98,61.72
10,Los Lagos,Llanquihue,10103,Cochamó,4199.0,111,2.64,2.03,,,,10.0,306.25,0.71,3911.0,23.82,729.34,1.07
10,Los Lagos,Llanquihue,10104,Fresia,12320.0,167,1.36,2.03,0.688622754491018,4.0,0.0,9.0,1572.5833333333333,0.08,1278.0,7.31,1276.45,9.64
10,Los Lagos,Llanquihue,10105,Frutillar,22554.0,531,2.35,2.63,0.4385382059800664,4.877076411960133,0.9924161382723504,6.0,2699.4166666666665,0.53,831.0,2.66,1196.87,27.14
10,Los Lagos,Llanquihue,10106,Los Muermos,17162.0,365,2.13,3.23,0.6132596685082874,4.0,0.0,7.0,1926.0833333333333,1.36,1246.0,4.08,1122.3,13.77
10,Los Lagos,Llanquihue,10107,Llanquihue,18088.0,446,2.47,2.74,0.3993808049535603,4.798761609907121,0.9795422963572458,6.0,2494.0,0.28,421.0,3.32,1378.81,42.96
10,Los Lagos,Llanquihue,10108,Maullín,15063.0,209,1.39,1.49,0.4712643678160919,4.0,0.0,8.0,1243.5,0.29,861.0,5.31,825.53,17.49
10,Los Lagos,Llanquihue,10109,Puerto Varas,52942.0,2872,5.42,6.03,0.1934235976789169,4.112185686653771,1.0177279946674116,8.0,3461.583333333333,1.74,4065.0,1.51,653.84,13.02
10,Los Lagos,Chiloé,10201,Castro,46997.0,2573,5.47,5.72,0.2216216216216215,6.0,0.0,13.0,5235.166666666667,2.57,473.0,2.77,1113.94,99.36
10,Los Lagos,Chiloé,10202,Ancud,40949.0,1033,2.52,2.67,0.2885906040268455,2.790268456375839,2.0873474533528005,14.0,3739.4166666666665,0.21,1752.0,3.42,913.19,23.37
10,Los Lagos,Chiloé,10203,Chonchi,16078.0,260,1.62,1.29,0.6262135922330097,4.0,0.0,12.0,1554.8333333333333,0.12,1362.0,7.46,967.06,11.8
10,Los Lagos,Chiloé,10204,Curaco de Vélez,3662.0,0,0.0,0.72,0.8,3.6,0.8,4.0,654.5833333333334,0.01,80.0,10.92,1787.5,45.78
10,Los Lagos,Chiloé,10205,Dalcahue,14894.0,307,2.06,2.14,0.5838150289017341,4.0,0.0,8.0,1946.1666666666667,0.83,1239.0,5.37,1306.68,12.02
10,Los Lagos,Chiloé,10206,Puqueldón,4048.0,0,0.0,0.39,1.0,4.0,0.0,6.0,593.0,0.0,97.0,14.82,1464.92,41.73
10,Los Lagos,Chiloé,10207,Queilén,5690.0,76,1.34,1.03,0.7133333333333334,4.0,0.0,9.0,837.0833333333334,0.3,333.0,15.82,1471.15,17.09
10,Los Lagos,Chiloé,10208,Quellón,28460.0,1234,4.34,5.14,0.2962962962962963,5.407407407407407,0.9132465189583668,19.0,3372.583333333333,2.03,3244.0,6.68,1185.03,8.77
10,Los Lagos,Chiloé,10209,Quemchi,8409.0,130,1.55,0.71,0.6736111111111112,4.0,0.0,11.0,1091.3333333333333,0.0,440.0,13.08,1297.82,19.11
10,Los Lagos,Chiloé,10210,Quinchao,7678.0,72,0.94,0.47,0.6928571428571428,3.3857142857142857,0.9226182795695728,11.0,1615.5,0.04,161.0,14.33,2104.06,47.69
10,Los Lagos,Osorno,10301,Osorno,166455.0,3779,2.27,2.89,0.0662100456621004,1.8339041095890407,1.09029186739232,14.0,11472.0,0.68,951.0,0.84,689.2,175.03
10,Los Lagos,Osorno,10302,Puerto Octay,8865.0,165,1.86,1.91,0.8043478260869565,4.0,0.0,8.0,1389.1666666666667,0.43,1796.0,9.02,1567.02,4.94
10,Los Lagos,Osorno,10303,Purranque,19542.0,229,1.17,1.03,0.5289855072463767,4.0,0.0,12.0,2378.75,0.61,1459.0,6.14,1217.25,13.39
10,Los Lagos,Osorno,10304,Puyehue,11712.0,191,1.63,1.44,0.5157894736842106,4.0,0.0,6.0,1522.6666666666667,0.29,1598.0,5.12,1300.09,7.33
10,Los Lagos,Osorno,10305,Río Negro,13874.0,107,0.77,1.0,0.599078341013825,4.0,0.0,6.0,1188.25,0.18,1266.0,4.32,856.46,10.96
10,Los Lagos,Osorno,10306,San Juan de la Costa,7776.0,0,0.0,0.55,0.7349397590361446,1.7951807228915662,1.324095837398617,10.0,2007.75,0.17,1517.0,12.86,2581.98,5.13
10,Los Lagos,Osorno,10307,San Pablo,10883.0,96,0.88,0.77,0.6854460093896713,4.0,0.0,7.0,2359.75,0.08,637.0,6.43,2168.29,17.08
10,Los Lagos,Palena,10401,Chaitén,4025.0,110,2.73,5.08,,,,11.0,917.8333333333334,1.78,8471.0,27.33,2280.33,0.48
10,Los Lagos,Palena,10402,Futaleufú,3062.0,324,10.58,11.57,,,,3.0,778.3333333333334,0.71,1280.0,9.8,2541.91,2.39
10,Los Lagos,Palena,10403,Hualaihué,9480.0,155,1.64,1.81,,,,6.0,1040.5,0.7,2788.0,6.33,1097.57,3.4
10,Los Lagos,Palena,10404,Palena,1903.0,88,4.62,6.23,,,,3.0,370.25,0.05,2764.0,15.76,1945.61,0.69
11,Aysén del General Carlos Ibáñez del Campo,Coyhaique,11101,Coyhaique,57823.0,2505,4.33,5.27,0.1736320551486427,6.0,0.0,11.0,3927.3333333333335,0.24,7290.2,1.9,679.2,7.93
11,Aysén del General Carlos Ibáñez del Campo,Coyhaique,11102,Lago Verde,779.0,0,0.0,6.15,1.0,4.0,0.0,3.0,129.58333333333334,0.0,5422.3,38.51,1663.46,0.14
11,Aysén del General Carlos Ibáñez del Campo,Aysén,11201,Aysén,23170.0,727,3.14,4.26,0.1563245823389021,4.0,0.0,7.0,2515.25,0.59,29796.4,3.02,1085.56,0.78
11,Aysén del General Carlos Ibáñez del Campo,Aysén,11202,Cisnes,5137.0,129,2.51,2.72,0.3265306122448979,2.653061224489796,0.9378877790266168,6.0,1381.9166666666667,0.68,16093.0,11.68,2690.12,0.32
11,Aysén del General Carlos Ibáñez del Campo,Aysén,11203,Guaitecas,1598.0,65,4.07,11.99,,,,1.0,392.5,3.16,620.6,6.26,2456.2,2.57
11,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,11301,Cochrane,3458.0,89,2.57,1.62,0.205128205128205,2.8205128205128207,1.6151811023613971,1.0,790.75,0.58,8599.5,2.89,2286.73,0.4
11,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,11302,O'Higgins,647.0,0,0.0,13.33,,,,1.0,209.0,0.08,8182.5,15.46,3230.29,0.08
11,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,11303,Tortel,505.0,0,0.0,2.94,1.0,7.0,0.0,1.0,110.0,0.0,19710.6,19.8,2178.22,0.03
11,Aysén del General Carlos Ibáñez del Campo,General Carrera,11401,Chile Chico,4905.0,253,5.16,3.55,0.619718309859155,4.0,0.0,4.0,873.3333333333334,0.15,5737.1,8.15,1780.5,0.85
11,Aysén del General Carlos Ibáñez del Campo,General Carrera,11402,Río Ibáñez,2723.0,104,3.82,6.93,1.0,4.0,0.0,5.0,274.9166666666667,0.61,5997.2,18.36,1009.61,0.45
12,Magallanes y de la Antártica Chilena,Magallanes,12101,Punta Arenas,132363.0,7991,6.04,7.94,0.0527383367139959,3.913032454361055,0.6291535678421118,13.0,8355.25,4.56,17846.0,0.98,631.24,7.42
12,Magallanes y de la Antártica Chilena,Magallanes,12102,Laguna Blanca,269.0,0,0.0,23.33,1.0,7.0,0.0,1.0,78.33333333333333,0.0,3696.0,37.17,2912.02,0.07
12,Magallanes y de la Antártica Chilena,Magallanes,12103,Río Verde,102.0,0,0.0,12.5,1.0,3.0,0.0,1.0,55.0,0.91,17248.0,98.04,5392.16,0.01
12,Magallanes y de la Antártica Chilena,Magallanes,12104,San Gregorio,241.0,0,0.0,3.57,1.0,2.0,0.0,1.0,95.75,2.0,6884.0,41.49,3973.03,0.04
12,Magallanes y de la Antártica Chilena,Antártica Chilena,12201,Cabo de Hornos,1750.0,0,0.0,7.77,0.0,3.0,0.0,1.0,232.08333333333331,2.15,21551.0,5.71,1326.19,0.08
12,Magallanes y de la Antártica Chilena,Antártica Chilena,12202,Antártica,60.0,0,0.0,20.0,,,,0.0,,,,0.0,,
12,Magallanes y de la Antártica Chilena,Tierra del Fuego,12301,Porvenir,6809.0,553,8.12,11.01,0.1844262295081966,2.737704918032787,1.5513256028446725,1.0,1170.5833333333333,4.03,9707.0,1.47,1719.17,0.7
12,Magallanes y de la Antártica Chilena,Tierra del Fuego,12302,Primavera,431.0,0,0.0,12.0,1.0,7.0,0.0,0.0,,,6530.0,0.0,,0.07
12,Magallanes y de la Antártica Chilena,Tierra del Fuego,12303,Timaukel,157.0,0,0.0,29.17,1.0,7.0,0.0,1.0,74.5,0.0,10759.0,63.69,4745.22,0.01
12,Magallanes y de la Antártica Chilena,Última Esperanza,12401,Natales,24152.0,2338,9.68,11.37,0.1681957186544342,6.0,0.0,5.0,2302.083333333333,4.35,49924.0,2.07,953.16,0.48
12,Magallanes y de la Antártica Chilena,Última Esperanza,12402,Torres del Paine,203.0,0,0.0,30.77,1.0,3.0,0.0,1.0,46.66666666666666,1.25,6630.0,49.26,2298.85,0.03
13,Metropolitana de Santiago,Santiago,13101,Santiago,438856.0,176956,40.32,49.8,0.0,6.0,0.0,12.0,18592.166666666668,22.83,22.0,0.27,423.65,19948.0
13,Metropolitana de Santiago,Santiago,13102,Cerrillos,85041.0,12732,14.97,14.93,0.0,3.877805486284289,0.327510327369217,4.0,4008.8333333333335,6.42,21.0,0.47,471.4,4049.57
13,Metropolitana de Santiago,Santiago,13103,Cerro Navia,127250.0,12654,9.94,13.3,0.0,1.6522522522522525,0.476255447931167,9.0,13520.666666666666,3.07,11.0,0.71,1062.53,11568.18
13,Metropolitana de Santiago,Santiago,13104,Conchalí,121587.0,17686,14.55,16.08,0.0,1.9160714285714289,0.5429011965207605,9.0,10447.75,4.71,11.0,0.74,859.28,11053.36
13,Metropolitana de Santiago,Santiago,13105,El Bosque,155257.0,11347,7.31,9.22,0.0,5.6,2.537715508089904,11.0,20342.25,3.38,14.0,0.71,1310.23,11089.79
13,Metropolitana de Santiago,Santiago,13106,Estación Central,181049.0,69328,38.29,42.57,0.0,2.158536585365854,0.5474484943654688,6.0,6590.75,11.44,14.0,0.33,364.03,12932.07
13,Metropolitana de Santiago,Santiago,13107,Huechuraba,101808.0,9402,9.24,10.91,0.0634057971014492,1.9873188405797104,0.745653142208636,6.0,7577.833333333333,6.43,45.0,0.59,744.33,2262.4
13,Metropolitana de Santiago,Santiago,13108,Independencia,116943.0,51908,44.39,50.53,0.0,3.601503759398496,0.4895885893563821,8.0,6512.083333333333,18.46,7.0,0.68,556.86,16706.14
13,Metropolitana de Santiago,Santiago,13109,La Cisterna,103157.0,19762,19.16,24.21,0.0,3.685968819599109,0.4641288594096622,4.0,5495.333333333333,9.42,10.0,0.39,532.72,10315.7
13,Metropolitana de Santiago,Santiago,13110,La Florida,374836.0,36685,9.79,11.66,0.0056613484302625,2.2259392691713846,0.5261130938899068,20.0,30911.166666666668,4.55,71.0,0.53,824.66,5279.38
13,Metropolitana de Santiago,Santiago,13111,La Granja,112022.0,9550,8.53,7.77,0.0,1.7165354330708662,0.4506799376772971,9.0,13368.916666666666,1.0,10.0,0.8,1193.42,11202.2
13,Metropolitana de Santiago,Santiago,13112,La Pintana,175421.0,8313,4.74,5.52,0.0,3.714714714714715,2.98640457841862,11.0,19992.83333333333,1.01,31.0,0.63,1139.71,5658.74
13,Metropolitana de Santiago,Santiago,13113,La Reina,89870.0,6593,7.34,11.68,0.0,3.251760563380281,0.434024402662713,3.0,4499.333333333333,1.81,23.0,0.33,500.65,3907.39
13,Metropolitana de Santiago,Santiago,13114,Las Condes,296134.0,31069,10.49,16.22,0.0,7.0,0.0,3.0,7071.833333333333,11.27,99.0,0.1,238.81,2991.25
13,Metropolitana de Santiago,Santiago,13115,Lo Barnechea,112620.0,12198,10.83,18.28,0.0339734121122599,3.809453471196455,0.7496128964416131,5.0,4456.083333333333,13.75,1024.0,0.44,395.67,109.98
13,Metropolitana de Santiago,Santiago,13116,Lo Espejo,87295.0,6818,7.81,10.77,0.0,1.6244444444444444,0.4842660221891616,7.0,10871.25,1.95,7.0,0.8,1245.35,12470.71
13,Metropolitana de Santiago,Santiago,13117,Lo Prado,91290.0,12539,13.74,14.5,0.0,5.589073634204276,2.5445716702574552,7.0,14368.166666666666,5.2,7.0,0.77,1573.9,13041.43
13,Metropolitana de Santiago,Santiago,13118,Macul,123800.0,17497,14.13,18.65,0.0,3.630067567567568,0.4827861098530655,4.0,14749.666666666666,4.87,13.0,0.32,1191.41,9523.08
13,Metropolitana de Santiago,Santiago,13119,Maipú,503635.0,30973,6.15,7.55,0.0380952380952381,3.755809523809524,0.4296062005236245,20.0,26179.666666666668,2.44,133.0,0.4,519.81,3786.73
13,Metropolitana de Santiago,Santiago,13120,Ñuñoa,241467.0,33633,13.93,17.34,0.0,7.0,0.0,5.0,8581.75,3.45,17.0,0.21,355.4,14203.94
13,Metropolitana de Santiago,Santiago,13121,Pedro Aguirre Cerda,96062.0,9522,9.91,11.43,0.0,6.0,0.0,8.0,10551.75,3.18,10.0,0.83,1098.43,9606.2
13,Metropolitana de Santiago,Santiago,13122,Peñalolén,236478.0,20141,8.52,10.05,0.0,2.121110176619008,0.5861881930039278,13.0,35180.25,0.74,54.0,0.55,1487.68,4379.22
13,Metropolitana de Santiago,Santiago,13123,Providencia,143974.0,16116,11.19,17.16,0.0,3.0,0.0,12.0,7626.916666666667,10.31,14.0,0.83,529.74,10283.86
13,Metropolitana de Santiago,Santiago,13124,Pudahuel,227820.0,16505,7.24,8.87,0.0862201693610469,2.272517321016166,0.6861260465676146,16.0,19537.666666666668,2.22,197.0,0.7,857.59,1156.45
13,Metropolitana de Santiago,Santiago,13125,Quilicura,205624.0,27310,13.28,17.32,0.0390104662226451,3.660323501427212,0.6770222834043126,10.0,15654.083333333334,4.75,58.0,0.49,761.3,3545.24
13,Metropolitana de Santiago,Santiago,13126,Quinta Normal,129351.0,35630,27.55,31.07,0.0,3.763537906137184,0.4249091338496134,8.0,13904.5,7.74,12.0,0.62,1074.94,10779.25
13,Metropolitana de Santiago,Santiago,13127,Recoleta,154615.0,34009,22.0,27.65,0.0,1.9814814814814812,0.5332722444437752,8.0,10139.083333333334,6.51,16.0,0.52,655.76,9663.44
13,Metropolitana de Santiago,Santiago,13128,Renca,143622.0,12523,8.72,10.44,0.0,5.638888888888889,2.5127759967566834,5.0,17494.333333333332,4.3,24.0,0.35,1218.08,5984.25
13,Metropolitana de Santiago,Santiago,13129,San Joaquín,95602.0,14088,14.74,17.77,0.0,6.0,0.0,10.0,10495.916666666666,9.53,10.0,1.05,1097.88,9560.2
13,Metropolitana de Santiago,Santiago,13130,San Miguel,150829.0,39266,26.03,33.53,0.0,2.5580204778157,0.4966222147206444,6.0,9596.666666666666,17.6,10.0,0.4,636.26,15082.9
13,Metropolitana de Santiago,Santiago,13131,San Ramón,76002.0,6214,8.18,9.79,0.0,4.662531017369727,2.925927656491704,7.0,9622.083333333334,2.27,7.0,0.92,1266.03,10857.43
13,Metropolitana de Santiago,Santiago,13132,Vitacura,86420.0,9401,10.88,22.51,0.0,2.8051750380517504,0.3960658987468028,2.0,1531.4166666666667,20.53,28.0,0.23,177.21,3086.43
13,Metropolitana de Santiago,Cordillera,13201,Puente Alto,568086.0,29760,5.24,5.89,0.0,2.097680955727337,0.5350815459581347,15.0,32119.33333333333,1.3,88.0,0.26,565.4,6455.52
13,Metropolitana de Santiago,Cordillera,13202,Pirque,29060.0,637,2.19,2.6,0.6089552238805971,5.217910447761194,0.975968768330481,5.0,2934.75,0.06,445.0,1.72,1009.89,65.3
13,Metropolitana de Santiago,Cordillera,13203,San José de Maipo,17441.0,823,4.72,6.0,0.6818181818181819,4.636363636363637,0.9315409787236,4.0,2063.9166666666665,1.51,4995.0,2.29,1183.37,3.49
